Chr,gene_symbol,tissue,fold_change,p_value,regulation,detecting_method,pubMed_ID
12,TUBA1A,prefrontal cortex,-0.41,0.00241,DOWN,RNA-Seq,26793951
6,TUBB,prefrontal cortex,0.12,0.000245,UP,microarray transcriptomics,26793951
6,TUBB2A,prefrontal cortex,0.07,0.00079,UP,microarray transcriptomics,26793951
18,TUBB6,prefrontal cortex,0.08,0.00292,UP,microarray transcriptomics,26793951
17,TUBD1,prefrontal cortex,0.24,0.000946,UP,Microarray,26793951
15,TUBGCP5,prefrontal cortex,-0.38,0.00129,DOWN,RNA-Seq,26793951
1,TXLNA,prefrontal cortex,0.24,0.00299,UP,RNA-Seq,26793951
22,TXN2,prefrontal cortex,-0.23,0.00000924,DOWN,microarray transcriptomics,26793951
-,U01925,prefrontal cortex,-0.42,0.000153,DOWN,Microarray,26793951
19,U2AF2,prefrontal cortex,0.23,0.0017,UP,RNA-Seq,26793951
9,UBAP1,prefrontal cortex,0.15,0.000799,UP,RNA-Seq,26793951
1,UBE2J2,prefrontal cortex,0.21,0.00166,UP,RNA-Seq,26793951
10,UBTD1,prefrontal cortex,0.33,0.000212,UP,RNA-Seq,26793951
3,UCN2,prefrontal cortex,0.82,0.000486,UP,RNA-Seq,26793951
13,UGGT2,prefrontal cortex,-0.38,0.000897,DOWN,RNA-Seq,26793951
17,ULK2,prefrontal cortex,-0.24,0.00131,DOWN,RNA-Seq,26793951
3,UMPS,prefrontal cortex,0.09,0.00223,UP,microarray transcriptomics,26793951
17,UNC119,prefrontal cortex,0.35,0.00148,UP,RNA-Seq,26793951
19,UPK1A,prefrontal cortex,0.83,0.000262,UP,RNA-Seq,26793951
8,UQCRB,prefrontal cortex,-0.1,0.00484,DOWN,microarray transcriptomics,26793951
3,UQCRC1,prefrontal cortex,-0.11,0.00204,DOWN,microarray transcriptomics,26793951
16,UQCRC2,prefrontal cortex,-0.11,0.00469,DOWN,microarray transcriptomics,26793951
19,UQCRFS1,prefrontal cortex,-0.08,0.00275,DOWN,microarray transcriptomics,26793951
3,USP13,prefrontal cortex,-0.33,0.000232,DOWN,RNA-Seq,26793951
1,USP21,prefrontal cortex,0.28,0.00208,UP,RNA-Seq,26793951
12,USP30,prefrontal cortex,-0.78,0.000729,DOWN,Microarray,26793951
12,USP5,prefrontal cortex,0.07,0.00134,UP,microarray transcriptomics,26793951
X,USP9X,prefrontal cortex,-0.22,0.00255,DOWN,RNA-Seq,26793951
5,UTP15,prefrontal cortex,0.27,0.000346,UP,Microarray,26793951
8,UTP23,prefrontal cortex,-0.31,0.000432,DOWN,RNA-Seq,26793951
Y,UTY,prefrontal cortex,-0.37,0.00153,DOWN,RNA-Seq,26793951
12,VAMP1,prefrontal cortex,-0.23,0.0011,DOWN,microarray transcriptomics,26793951
20,VAPB,prefrontal cortex,-0.22,0.00118,DOWN,RNA-Seq,26793951
20,VAPB,prefrontal cortex,-0.1,0.0024,DOWN,microarray transcriptomics,26793951
19,VASP,prefrontal cortex,0.41,0.00118,UP,RNA-Seq,26793951
17,VAT1,prefrontal cortex,0.09,0.00337,UP,microarray transcriptomics,26793951
16,VAT1L,prefrontal cortex,0.23,0.000116,UP,microarray transcriptomics,26793951
10,VAX1,prefrontal cortex,-0.6,0.00072,DOWN,RNA-Seq,26793951
9,VCP,prefrontal cortex,0.05,0.0047,UP,microarray transcriptomics,26793951
5,VDAC1,prefrontal cortex,-0.08,0.00017,DOWN,microarray transcriptomics,26793951
10,VDAC2,prefrontal cortex,-0.07,0.00254,DOWN,microarray transcriptomics,26793951
10,VENTX,prefrontal cortex,0.65,0.00162,UP,RNA-Seq,26793951
12,VEZT,prefrontal cortex,-0.32,0.000592,DOWN,RNA-Seq,26793951
7,VGF,prefrontal cortex,-0.26,0.000538,DOWN,microarray transcriptomics,26793951
10,VIM,prefrontal cortex,0.25,0.00397,UP,microarray transcriptomics,26793951
9,VLDLR,prefrontal cortex,-0.46,0.000868,DOWN,RNA-Seq,26793951
6,VNN2,prefrontal cortex,0.72,0.00121,UP,RNA-Seq,26793951
22,VPREB1,prefrontal cortex,-0.41,0.000502,DOWN,Microarray,26793951
8,VPS13B,prefrontal cortex,-0.22,0.00206,DOWN,RNA-Seq,26793951
7,VPS37D,prefrontal cortex,0.31,0.000979,UP,RNA-Seq,26793951
18,VPS4B,prefrontal cortex,-0.29,0.00167,DOWN,RNA-Seq,26793951
15,VWA9,prefrontal cortex,-0.25,0.00099,DOWN,RNA-Seq,26793951
-,W81715,prefrontal cortex,-0.51,0.0000355,DOWN,Microarray,26793951
10,WBP1L,prefrontal cortex,0.25,0.000123,UP,RNA-Seq,26793951
2,WDFY1,prefrontal cortex,0.14,0.00331,UP,microarray transcriptomics,26793951
X,WDR44,prefrontal cortex,-0.29,0.00309,DOWN,RNA-Seq,26793951
X,WDR45,prefrontal cortex,0.2,0.00131,UP,RNA-Seq,26793951
3,WDR6,prefrontal cortex,0.34,0.000246,UP,RNA-Seq,26793951
19,WDR88,prefrontal cortex,-0.67,0.00000278,DOWN,RNA-Seq,26793951
11,WEE1,prefrontal cortex,0.31,0.000695,UP,Microarray,26793951
8,WISP1,prefrontal cortex,0.88,0.0000765,UP,RNA-Seq,26793951
17,WSB1,prefrontal cortex,-0.39,0.00225,DOWN,RNA-Seq,26793951
-,X62691,prefrontal cortex,-0.52,0.000586,DOWN,Microarray,26793951
8,XKR9,prefrontal cortex,-0.71,0.000127,DOWN,RNA-Seq,26793951
8,XPO7,prefrontal cortex,0.08,0.00296,UP,microarray transcriptomics,26793951
-,XR_019252,prefrontal cortex,0.25,0.000864,UP,Microarray,26793951
12,YARS2,prefrontal cortex,-0.15,0.00201,DOWN,microarray transcriptomics,26793951
17,YBX2,prefrontal cortex,-0.31,0.000285,DOWN,Microarray,26793951
X,YIPF6,prefrontal cortex,0.17,0.0000772,UP,Microarray,26793951
4,YTHDC1,prefrontal cortex,-0.2,0.00071,DOWN,Microarray,26793951
17,YWHAE,prefrontal cortex,0.05,0.00157,UP,microarray transcriptomics,26793951
8,YWHAZ,prefrontal cortex,0.1,0.0000367,UP,microarray transcriptomics,26793951
6,ZBTB24,prefrontal cortex,-0.25,0.00206,DOWN,RNA-Seq,26793951
1,ZBTB8,prefrontal cortex,0.26,0.0000248,UP,Microarray,26793951
1,ZC3H12A,prefrontal cortex,0.6,0.00219,UP,RNA-Seq,26793951
13,ZC3H13,prefrontal cortex,-0.27,0.000321,DOWN,RNA-Seq,26793951
1,ZDHHC18,prefrontal cortex,0.32,0.0000804,UP,RNA-Seq,26793951
1,ZDHHC18,prefrontal cortex,0.24,0.000638,UP,Microarray,26793951
16,ZDHHC7,prefrontal cortex,0.16,0.00251,UP,RNA-Seq,26793951
15,ZFAND6,prefrontal cortex,0.27,0.000912,UP,Microarray,26793951
5,ZFP2,prefrontal cortex,-0.29,0.00116,DOWN,RNA-Seq,26793951
5,ZFYVE16,prefrontal cortex,-0.51,0.000502,DOWN,RNA-Seq,26793951
19,ZGLP1,prefrontal cortex,0.65,0.0000619,UP,RNA-Seq,26793951
4,ZGRF1,prefrontal cortex,-0.46,0.00229,DOWN,RNA-Seq,26793951
7,ZKSCAN1,prefrontal cortex,-0.37,0.000386,DOWN,RNA-Seq,26793951
3,ZKSCAN7,prefrontal cortex,-0.31,0.000833,DOWN,RNA-Seq,26793951
X,ZMYM3,prefrontal cortex,0.11,0.00592,UP,microarray transcriptomics,26793951
20,ZMYND8,prefrontal cortex,0.28,0.000476,UP,RNA-Seq,26793951
12,ZNF10,prefrontal cortex,-0.3,0.00261,DOWN,RNA-Seq,26793951
19,ZNF132,prefrontal cortex,-0.3,0.00146,DOWN,RNA-Seq,26793951
19,ZNF135,prefrontal cortex,-0.4,0.000709,DOWN,RNA-Seq,26793951
19,ZNF136,prefrontal cortex,-0.48,0.0000213,DOWN,RNA-Seq,26793951
7,ZNF138,prefrontal cortex,-0.48,0.000109,DOWN,RNA-Seq,26793951
19,ZNF17,prefrontal cortex,-0.22,0.000783,DOWN,RNA-Seq,26793951
9,ZNF189,prefrontal cortex,-0.3,0.00217,DOWN,RNA-Seq,26793951
2,ZNF2,prefrontal cortex,-0.49,0.000954,DOWN,Microarray,26793951
19,ZNF226,prefrontal cortex,-0.46,0.000028,DOWN,RNA-Seq,26793951
18,ZNF236,prefrontal cortex,-0.31,0.0000108,DOWN,RNA-Seq,26793951
12,ZNF26,prefrontal cortex,-0.23,0.000403,DOWN,RNA-Seq,26793951
12,ZNF268,prefrontal cortex,-0.26,0.00143,DOWN,RNA-Seq,26793951
15,ZNF280D,prefrontal cortex,-0.43,0.0000892,DOWN,RNA-Seq,26793951
6,ZNF311,prefrontal cortex,-0.53,0.00276,DOWN,RNA-Seq,26793951
20,ZNF334,prefrontal cortex,-0.48,0.0000466,DOWN,RNA-Seq,26793951
19,ZNF358,prefrontal cortex,0.43,0.000557,UP,RNA-Seq,26793951
19,ZNF382,prefrontal cortex,-0.54,0.0000892,DOWN,RNA-Seq,26793951
8,ZNF395,prefrontal cortex,0.29,0.000961,UP,RNA-Seq,26793951
18,ZNF396,prefrontal cortex,-0.49,0.0000593,DOWN,RNA-Seq,26793951
19,ZNF418,prefrontal cortex,-0.44,0.0000214,DOWN,RNA-Seq,26793951
19,ZNF43,prefrontal cortex,-0.26,0.00136,DOWN,RNA-Seq,26793951
19,ZNF441,prefrontal cortex,-0.59,0.0000794,DOWN,RNA-Seq,26793951
X,ZNF449,prefrontal cortex,-0.41,0.000406,DOWN,RNA-Seq,26793951
9,ZNF483,prefrontal cortex,-0.42,0.00255,DOWN,RNA-Seq,26793951
9,ZNF484,prefrontal cortex,-0.31,0.000184,DOWN,RNA-Seq,26793951
10,ZNF511,prefrontal cortex,0.28,0.00198,UP,RNA-Seq,26793951
4,ZNF518B,prefrontal cortex,0.31,0.000105,UP,Microarray,26793951
19,ZNF529,prefrontal cortex,-0.21,0.00251,DOWN,RNA-Seq,26793951
19,ZNF581,prefrontal cortex,0.3,0.00101,UP,RNA-Seq,26793951
19,ZNF583,prefrontal cortex,-0.2,0.0031,DOWN,RNA-Seq,26793951
19,ZNF587,prefrontal cortex,-0.28,0.00217,DOWN,RNA-Seq,26793951
8,ZNF596,prefrontal cortex,-0.55,0.0000138,DOWN,RNA-Seq,26793951
16,ZNF597,prefrontal cortex,-0.51,0.00122,DOWN,RNA-Seq,26793951
19,ZNF613,prefrontal cortex,0.29,0.00091,UP,Microarray,26793951
19,ZNF675,prefrontal cortex,-0.26,0.003,DOWN,RNA-Seq,26793951
7,ZNF713,prefrontal cortex,-0.46,0.000447,DOWN,Microarray,26793951
3,ZNF717,prefrontal cortex,-0.22,0.00188,DOWN,RNA-Seq,26793951
19,ZNF737,prefrontal cortex,-0.43,0.000996,DOWN,RNA-Seq,26793951
16,ZNF768,prefrontal cortex,0.39,0.0000682,UP,RNA-Seq,26793951
16,ZNF778,prefrontal cortex,-0.5,0.00284,DOWN,RNA-Seq,26793951
9,ZNF782,prefrontal cortex,-0.5,0.00000648,DOWN,RNA-Seq,26793951
19,ZNF787,prefrontal cortex,0.3,0.0026,UP,RNA-Seq,26793951
20,ZNF831,prefrontal cortex,0.45,0.000637,UP,Microarray,26793951
12,ZNF891,prefrontal cortex,-0.42,0.00203,DOWN,RNA-Seq,26793951
2,ZRANB3,prefrontal cortex,-0.29,0.00204,DOWN,RNA-Seq,26793951
2,ZSWIM2,prefrontal cortex,-0.77,0.000212,DOWN,RNA-Seq,26793951
7,ZYX,prefrontal cortex,-0.22,0.000169,DOWN,microarray transcriptomics,26793951
11,SAA1,skin,-2.75,7.36E-37,DOWN,RNA-Seq,28068941
2,AAMP,skin,-0.77,0.0000247,DOWN,RNA-Seq,28068941
11,ABCC8,skin,1.14,0.000434,UP,RNA-Seq,28068941
6,ABT1,skin,-0.82,0.0000279,DOWN,RNA-Seq,28068941
3,ABTB1,skin,-1.26,1.61E-08,DOWN,RNA-Seq,28068941
3,ACAA1,skin,-0.96,0.00000148,DOWN,RNA-Seq,28068941
17,ACADVL,skin,-0.58,0.00225,DOWN,RNA-Seq,28068941
4,ACOX3,skin,-0.69,0.000506,DOWN,RNA-Seq,28068941
15,ACSBG1,skin,-1.09,0.00000012,DOWN,RNA-Seq,28068941
20,ACSS1,skin,-0.58,0.00134,DOWN,RNA-Seq,28068941
15,ACTC1,skin,0.61,0.000217,UP,RNA-Seq,28068941
2,ACVR1C,skin,0.67,0.0013,UP,RNA-Seq,28068941
14,ACYP1,skin,-0.6,0.00229,DOWN,RNA-Seq,28068941
8,ADAMDEC1,skin,1.86,2.22E-10,UP,RNA-Seq,28068941
11,ADAMTS15,skin,-0.69,0.0023,DOWN,RNA-Seq,28068941
4,ADAMTS3,skin,0.75,0.000246,UP,RNA-Seq,28068941
7,ADCK2,skin,-0.64,0.00198,DOWN,RNA-Seq,28068941
1,ADCK3,skin,-0.58,0.00107,DOWN,RNA-Seq,28068941
8,ADCY8,skin,0.63,0.00167,UP,RNA-Seq,28068941
18,ADCYAP1,skin,0.88,0.000916,UP,RNA-Seq,28068941
3,ADIPOQ,skin,0.99,2.13E-08,UP,RNA-Seq,28068941
11,ADM,skin,-0.66,0.000566,DOWN,RNA-Seq,28068941
1,ADORA3,skin,-0.71,0.00116,DOWN,RNA-Seq,28068941
1,ADPRHL2,skin,-0.79,0.0000198,DOWN,RNA-Seq,28068941
15,AEN,skin,-0.65,0.00139,DOWN,RNA-Seq,28068941
19,AES,skin,-0.64,0.000261,DOWN,RNA-Seq,28068941
7,AGAP3,skin,-0.62,0.000709,DOWN,RNA-Seq,28068941
1,AGTRAP,skin,-0.95,0.00000797,DOWN,RNA-Seq,28068941
11,AIP,skin,-0.61,0.00196,DOWN,RNA-Seq,28068941
6,AKAP12,skin,0.56,0.000983,UP,RNA-Seq,28068941
10,AKR1C3,skin,-0.68,0.0000965,DOWN,RNA-Seq,28068941
10,AKR1C3,skin,-0.68,0.0000965,DOWN,RNA-Seq,28068941
19,ALDH16A1,skin,-0.72,0.000286,DOWN,RNA-Seq,28068941
3,ALDH1L1,skin,-1.02,0.0000931,DOWN,RNA-Seq,28068941
11,ALDH3B1,skin,-0.67,0.000802,DOWN,RNA-Seq,28068941
2,ALMS1P,skin,1.65,0.000312,UP,RNA-Seq,28068941
3,ALS2CL,skin,-0.64,0.000724,DOWN,RNA-Seq,28068941
2,ANKRD20B,skin,1.06,0.00078,UP,RNA-Seq,28068941
5,ANKRD31,skin,0.7,0.000955,UP,RNA-Seq,28068941
1,ANKRD35,skin,-0.84,0.00000981,DOWN,RNA-Seq,28068941
1,ANKRD35,skin,-0.84,0.00000981,DOWN,RNA-Seq,28068941
22,ANKRD54,skin,-0.59,0.0014,DOWN,RNA-Seq,28068941
19,AP2S1,skin,-0.86,0.00000879,DOWN,RNA-Seq,28068941
7,AP4M1,skin,-0.68,0.00192,DOWN,RNA-Seq,28068941
20,APCDD1L,skin,0.71,0.00199,UP,RNA-Seq,28068941
19,APOC1,skin,-1.45,3.32E-11,DOWN,RNA-Seq,28068941
16,APRT,skin,-0.68,0.000209,DOWN,RNA-Seq,28068941
11,ARAP1,skin,-0.72,0.00024,DOWN,RNA-Seq,28068941
7,ARF5,skin,-0.94,0.000000944,DOWN,RNA-Seq,28068941
13,ARGLU1,skin,-0.52,0.00202,DOWN,RNA-Seq,28068941
20,ARHGAP40,skin,-0.64,0.000387,DOWN,RNA-Seq,28068941
1,ARHGEF10L,skin,-0.58,0.00076,DOWN,RNA-Seq,28068941
4,ARHGEF38,skin,1.12,0.00000884,UP,RNA-Seq,28068941
7,ARHGEF5,skin,-0.69,0.00013,DOWN,RNA-Seq,28068941
-,ARL17A_dup1,skin,-0.99,0.00219,DOWN,RNA-Seq,28068941
7,ARPC1B,skin,-0.64,0.000219,DOWN,RNA-Seq,28068941
9,ARPC5L,skin,-0.61,0.0009,DOWN,RNA-Seq,28068941
19,ARRDC2,skin,-0.88,0.0000109,DOWN,RNA-Seq,28068941
11,ASCL2,skin,-1.44,0.000006,DOWN,RNA-Seq,28068941
2,ASPRV1,skin,-0.64,0.000174,DOWN,RNA-Seq,28068941
17,ASPSCR1,skin,-1,0.000439,DOWN,RNA-Seq,28068941
1,ATF3,skin,-0.52,0.00166,DOWN,RNA-Seq,28068941
11,ATG16L2,skin,-0.59,0.000997,DOWN,RNA-Seq,28068941
19,ATG4D,skin,-0.64,0.000464,DOWN,RNA-Seq,28068941
5,ATOX1,skin,-0.72,0.0000689,DOWN,RNA-Seq,28068941
20,ATP5E,skin,-1.03,4.33E-09,DOWN,RNA-Seq,28068941
12,ATP5G2,skin,-0.67,0.000124,DOWN,RNA-Seq,28068941
2,ATP5G3,skin,-0.78,0.00000679,DOWN,RNA-Seq,28068941
4,ATP5I,skin,-1.12,3.74E-10,DOWN,RNA-Seq,28068941
7,ATP5J2,skin,-0.84,0.00000263,DOWN,RNA-Seq,28068941
11,ATP5L,skin,-0.74,0.0000335,DOWN,RNA-Seq,28068941
13,ATP8A2,skin,0.98,0.000268,UP,RNA-Seq,28068941
1,ATPIF1,skin,-0.6,0.000919,DOWN,RNA-Seq,28068941
X,AWAT2,skin,-0.78,0.00101,DOWN,RNA-Seq,28068941
15,B2M,skin,-0.78,0.00000358,DOWN,RNA-Seq,28068941
21,B3GALT5,skin,0.76,0.000632,UP,RNA-Seq,28068941
19,B3GNT3,skin,-1.35,5.34E-09,DOWN,RNA-Seq,28068941
2,B3GNT7,skin,0.78,0.000998,UP,RNA-Seq,28068941
6,BACH2,skin,0.69,0.000161,UP,RNA-Seq,28068941
6,BAK1,skin,-0.75,0.00081,DOWN,RNA-Seq,28068941
19,BCAT2,skin,-1.15,8.52E-08,DOWN,RNA-Seq,28068941
20,BLCAP,skin,-0.71,0.0000684,DOWN,RNA-Seq,28068941
19,BLVRB,skin,-0.77,0.0000213,DOWN,RNA-Seq,28068941
8,BOP1,skin,-0.94,0.000358,DOWN,RNA-Seq,28068941
8,BOP1,skin,-0.94,0.000358,DOWN,RNA-Seq,28068941
11,BRMS1,skin,-0.68,0.000405,DOWN,RNA-Seq,28068941
6,BTN1A1,skin,0.99,0.000445,UP,RNA-Seq,28068941
10,C10orf129,skin,-1.01,0.0000332,DOWN,RNA-Seq,28068941
10,C10orf25,skin,0.76,0.000875,UP,RNA-Seq,28068941
10,C10orf35,skin,-0.77,0.000988,DOWN,RNA-Seq,28068941
10,C10orf79,skin,0.68,0.00172,UP,RNA-Seq,28068941
10,C10orf81,skin,0.94,0.000202,UP,RNA-Seq,28068941
11,C11orf35,skin,-1.44,0.00025,DOWN,RNA-Seq,28068941
11,C11orf49,skin,-0.68,0.000138,DOWN,RNA-Seq,28068941
11,C11orf51,skin,-0.63,0.00197,DOWN,RNA-Seq,28068941
11,C11orf52,skin,-0.65,0.00195,DOWN,RNA-Seq,28068941
11,C11orf52,skin,-0.65,0.00195,DOWN,RNA-Seq,28068941
11,C11orf59,skin,-0.62,0.000704,DOWN,RNA-Seq,28068941
11,C11orf85,skin,1.88,0.00184,UP,RNA-Seq,28068941
11,C11orf92,skin,0.85,0.0000304,UP,RNA-Seq,28068941
11,C11orf96,skin,-0.82,0.000319,DOWN,RNA-Seq,28068941
12,C12orf39,skin,1.42,0.00198,UP,RNA-Seq,28068941
12,C12orf44,skin,-0.82,0.0000227,DOWN,RNA-Seq,28068941
12,C12orf47,skin,-0.54,0.00185,DOWN,RNA-Seq,28068941
12,C12orf57,skin,-0.87,0.00000513,DOWN,RNA-Seq,28068941
12,C12orf62,skin,-0.9,0.000000554,DOWN,RNA-Seq,28068941
13,C13orf15,skin,-0.59,0.00118,DOWN,RNA-Seq,28068941
14,C14orf142,skin,-0.95,0.0000623,DOWN,RNA-Seq,28068941
14,C14orf166,skin,-0.6,0.000794,DOWN,RNA-Seq,28068941
14,C14orf2,skin,-0.55,0.00207,DOWN,RNA-Seq,28068941
14,C14orf4,skin,-0.7,0.000145,DOWN,RNA-Seq,28068941
15,C15orf48,skin,-1.3,4.44E-10,DOWN,RNA-Seq,28068941
15,C15orf61,skin,-0.8,0.0000163,DOWN,RNA-Seq,28068941
16,C16orf48,skin,-0.89,0.0000946,DOWN,RNA-Seq,28068941
16,C16orf7,skin,-0.8,0.00195,DOWN,RNA-Seq,28068941
16,C16orf91,skin,-0.84,0.0000323,DOWN,RNA-Seq,28068941
17,C17orf106,skin,-0.85,0.000254,DOWN,RNA-Seq,28068941
17,C17orf107,skin,-0.71,0.00165,DOWN,RNA-Seq,28068941
17,C17orf56,skin,-0.63,0.00108,DOWN,RNA-Seq,28068941
17,C17orf59,skin,-0.84,0.0000739,DOWN,RNA-Seq,28068941
17,C17orf79,skin,-0.65,0.000924,DOWN,RNA-Seq,28068941
17,C17orf90,skin,-0.75,0.00134,DOWN,RNA-Seq,28068941
17,C17orf96,skin,-1.52,7.78E-09,DOWN,RNA-Seq,28068941
19,C19orf33,skin,-1.27,1.84E-11,DOWN,RNA-Seq,28068941
19,C19orf53,skin,-0.62,0.000909,DOWN,RNA-Seq,28068941
19,C19orf56,skin,-0.82,0.0000023,DOWN,RNA-Seq,28068941
19,C19orf62,skin,-0.58,0.00102,DOWN,RNA-Seq,28068941
19,C19orf70,skin,-1.01,0.0000184,DOWN,RNA-Seq,28068941
1,C1orf158,skin,-2.6,2.21E-18,DOWN,RNA-Seq,28068941
1,C1orf170,skin,-1.01,0.00000325,DOWN,RNA-Seq,28068941
1,C1orf54,skin,-0.63,0.00181,DOWN,RNA-Seq,28068941
1,C1orf54,skin,-0.63,0.00181,DOWN,RNA-Seq,28068941
1,C1orf63,skin,-0.63,0.000385,DOWN,RNA-Seq,28068941
1,C1QA,skin,-0.91,0.0000091,DOWN,RNA-Seq,28068941
1,C1QA,skin,-0.91,0.0000091,DOWN,RNA-Seq,28068941
20,C20orf24,skin,-0.68,0.000131,DOWN,RNA-Seq,28068941
20,C20orf3,skin,-0.69,0.000836,DOWN,RNA-Seq,28068941
21,C21orf33,skin,-0.99,7.02E-08,DOWN,RNA-Seq,28068941
21,C21orf81,skin,1.42,0.0000296,UP,RNA-Seq,28068941
2,C2orf7,skin,-0.72,0.00156,DOWN,RNA-Seq,28068941
12,C3AR1,skin,-0.52,0.000849,DOWN,RNA-Seq,28068941
3,C3orf45,skin,-1.15,0.00000376,DOWN,RNA-Seq,28068941
3,C3orf45,skin,-1.15,0.00000376,DOWN,RNA-Seq,28068941
3,C3orf54,skin,-0.75,0.0012,DOWN,RNA-Seq,28068941
3,C3orf75,skin,-0.63,0.00112,DOWN,RNA-Seq,28068941
3,C3orf78,skin,-0.83,0.000166,DOWN,RNA-Seq,28068941
4,C4orf31,skin,0.78,0.0000455,UP,RNA-Seq,28068941
19,C5AR1,skin,-0.66,0.0000267,DOWN,RNA-Seq,28068941
5,C5orf46,skin,-0.92,0.000000341,DOWN,RNA-Seq,28068941
5,C5orf58,skin,-1.23,0.000828,DOWN,RNA-Seq,28068941
5,C6,skin,0.82,0.000326,UP,RNA-Seq,28068941
5,C6,skin,0.82,0.000326,UP,RNA-Seq,28068941
6,C6orf1,skin,-0.81,0.000196,DOWN,RNA-Seq,28068941
6,C6orf115,skin,-0.84,0.0000152,DOWN,RNA-Seq,28068941
6,C6orf125,skin,-0.8,0.0000631,DOWN,RNA-Seq,28068941
6,C6orf226,skin,-0.87,0.00156,DOWN,RNA-Seq,28068941
6,C6orf48,skin,-0.7,0.000199,DOWN,RNA-Seq,28068941
6,C6orf48,skin,-0.7,0.000199,DOWN,RNA-Seq,28068941
6,C6orf48,skin,-0.7,0.000199,DOWN,RNA-Seq,28068941
6,C6orf48,skin,-0.7,0.000199,DOWN,RNA-Seq,28068941
6,C6orf48,skin,-0.7,0.000199,DOWN,RNA-Seq,28068941
6,C6orf81,skin,-1.13,0.000771,DOWN,RNA-Seq,28068941
7,C7orf29,skin,-0.81,0.00216,DOWN,RNA-Seq,28068941
7,C7orf47,skin,-0.96,0.0000139,DOWN,RNA-Seq,28068941
7,C7orf55,skin,-0.92,0.00000124,DOWN,RNA-Seq,28068941
7,C7orf59,skin,-1.09,1.79E-09,DOWN,RNA-Seq,28068941
8,C8orf40,skin,-0.77,0.0000359,DOWN,RNA-Seq,28068941
9,C9orf119,skin,-0.89,0.0000202,DOWN,RNA-Seq,28068941
9,C9orf142,skin,-0.69,0.00217,DOWN,RNA-Seq,28068941
9,C9orf16,skin,-1.23,0.00000831,DOWN,RNA-Seq,28068941
9,C9orf169,skin,-1.28,0.000000535,DOWN,RNA-Seq,28068941
9,C9orf23,skin,-0.65,0.00214,DOWN,RNA-Seq,28068941
8,CA8,skin,0.96,0.0000167,UP,RNA-Seq,28068941
16,CACNA1H,skin,-1.07,0.000000132,DOWN,RNA-Seq,28068941
10,CALML3,skin,-1.07,0.000000121,DOWN,RNA-Seq,28068941
10,CALML5,skin,-0.77,0.0000447,DOWN,RNA-Seq,28068941
1,CALML6,skin,-2.79,0.00000352,DOWN,RNA-Seq,28068941
2,CAPG,skin,-0.61,0.000876,DOWN,RNA-Seq,28068941
2,CAPN10,skin,-1.01,0.000018,DOWN,RNA-Seq,28068941
2,CAPN13,skin,-1.01,0.00207,DOWN,RNA-Seq,28068941
X,CAPN6,skin,0.69,0.000506,UP,RNA-Seq,28068941
12,CAPS2,skin,0.85,0.00127,UP,RNA-Seq,28068941
11,CARD18,skin,-1.05,0.00000371,DOWN,RNA-Seq,28068941
21,CBR3,skin,-0.56,0.00169,DOWN,RNA-Seq,28068941
7,CCDC129,skin,0.73,0.000164,UP,RNA-Seq,28068941
17,CCDC144B,skin,0.98,0.00000023,UP,RNA-Seq,28068941
X,CCDC22,skin,-0.68,0.000853,DOWN,RNA-Seq,28068941
6,CCDC28A,skin,-0.65,0.000253,DOWN,RNA-Seq,28068941
1,CCDC30,skin,0.69,0.00122,UP,RNA-Seq,28068941
3,CCDC51,skin,-0.83,0.000032,DOWN,RNA-Seq,28068941
17,CCDC56,skin,-0.75,0.0000942,DOWN,RNA-Seq,28068941
16,CCDC64B,skin,-0.69,0.00222,DOWN,RNA-Seq,28068941
3,CCDC80,skin,0.65,0.0000219,UP,RNA-Seq,28068941
4,CCDC96,skin,-1.08,0.000158,DOWN,RNA-Seq,28068941
17,CCL15,skin,-1.76,0.000209,DOWN,RNA-Seq,28068941
17,CCL23,skin,-0.94,0.00158,DOWN,RNA-Seq,28068941
9,CCL27,skin,-0.77,0.000086,DOWN,RNA-Seq,28068941
17,CCL5,skin,0.84,0.0000353,UP,RNA-Seq,28068941
6,CCND3,skin,-0.62,0.000729,DOWN,RNA-Seq,28068941
16,CCNF,skin,-0.66,0.00146,DOWN,RNA-Seq,28068941
5,CCNO,skin,-1.23,0.000143,DOWN,RNA-Seq,28068941
11,CD151,skin,-0.77,0.0000105,DOWN,RNA-Seq,28068941
12,CD163,skin,-0.8,0.00000339,DOWN,RNA-Seq,28068941
5,CD180,skin,-0.65,0.000441,DOWN,RNA-Seq,28068941
19,CD33,skin,-0.59,0.00157,DOWN,RNA-Seq,28068941
11,CD3E,skin,0.64,0.000542,UP,RNA-Seq,28068941
11,CD3E,skin,0.64,0.000542,UP,RNA-Seq,28068941
11,CD3G,skin,0.6,0.0015,UP,RNA-Seq,28068941
11,CD3G,skin,0.6,0.0015,UP,RNA-Seq,28068941
20,CD40,skin,-0.61,0.00193,DOWN,RNA-Seq,28068941
20,CD40,skin,-0.61,0.00193,DOWN,RNA-Seq,28068941
12,CD9,skin,-0.61,0.0005,DOWN,RNA-Seq,28068941
19,CDC34,skin,-0.8,0.000361,DOWN,RNA-Seq,28068941
12,CDCA3,skin,-0.74,0.00167,DOWN,RNA-Seq,28068941
20,CDH22,skin,-1.18,0.00000128,DOWN,RNA-Seq,28068941
16,CDK10,skin,-0.68,0.00132,DOWN,RNA-Seq,28068941
